Land;Stadt;Kategorie;Jahr;Stadtteile;Merkmal;Einpersonen;Paar ohne Kind;Paar mit Kindern;Paar mit Nachkommen;Alleinerziehende;Sonst. Mehrpersonenhaushalte;lat;lon
de-sh;Kiel;Bevoelkerung;31_12_2017;Friedrichsort;Personen;712.0;461.0;506.0;83;156;174;54.393077;10.1790173
de-sh;Kiel;Bevoelkerung;31_12_2017;Neumuehlen/Dietrichsdorf;Personen;3652.0;2955.0;2966.0;669;1344;1145;;
de-sh;Kiel;Bevoelkerung;31_12_2017;Elmschenhagen;Personen;4089.0;4312.0;4654.0;1203;1568;1394;54.2934876;10.184575
de-sh;Kiel;Bevoelkerung;31_12_2017;Suchsdorf;Personen;1756.0;2563.0;3225.0;690;543;619;54.3573804;10.0787571
de-sh;Kiel;Bevoelkerung;31_12_2017;Schilksee;Personen;1293.0;1845.0;986.0;316;196;391;54.4210463;10.1703279
de-sh;Kiel;Bevoelkerung;31_12_2017;Mettenhof;Personen;3421.0;3820.0;7496.0;1236;2266;1792;54.3223529;10.0532291
de-sh;Kiel;Bevoelkerung;31_12_2017;Russee;Personen;1257.0;2088.0;2108.0;576;453;594;54.3016426;10.0665383
de-sh;Kiel;Bevoelkerung;31_12_2017;Meimersdorf;Personen;313.0;579.0;1858.0;206;231;172;54.2747652;10.1101233
de-sh;Kiel;Bevoelkerung;31_12_2017;Moorsee;Personen;253.0;499.0;944.0;131;122;145;54.264576;10.150361
de-sh;Kiel;Bevoelkerung;31_12_2017;Wellsee;Personen;1109.0;1245.0;1813.0;355;450;353;54.2907296;10.1622402
de-sh;Kiel;Bevoelkerung;31_12_2017;Roenne;Personen;70.0;150.0;128.0;22;19;36;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Altstadt;Haushalte;369.0;93.0;26.0;1;10;27;54.3232694;10.1394445
de-sh;Kiel;Bevoelkerung;31_12_2016;Vorstadt;Haushalte;647.0;158.0;37.0;3;14;56;54.3196228;10.1315252
de-sh;Kiel;Bevoelkerung;31_12_2016;Exerzierplatz;Haushalte;3353.0;733.0;206.0;21;122;232;54.3209013;10.1273377
de-sh;Kiel;Bevoelkerung;31_12_2016;Damperhof;Haushalte;1743.0;348.0;142.0;15;42;106;54.3265337;10.1336102
de-sh;Kiel;Bevoelkerung;31_12_2016;Brunswik;Haushalte;3345.0;700.0;207.0;49;134;189;54.3284802;10.1384443
de-sh;Kiel;Bevoelkerung;31_12_2016;Duesternbrook;Haushalte;936.0;431.0;214.0;47;53;111;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Bluecherplatz;Haushalte;4423.0;1291.0;702.0;87;274;302;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Wik;Haushalte;6287.0;2723.0;1226.0;245;480;558;54.3569525;10.1303056
de-sh;Kiel;Bevoelkerung;31_12_2016;Ravensberg;Haushalte;6261.0;1493.0;448.0;61;235;309;54.3434673;10.13196
de-sh;Kiel;Bevoelkerung;31_12_2016;Schreventeich;Haushalte;5425.0;1439.0;537.0;78;229;330;54.3276745;10.1139191
de-sh;Kiel;Bevoelkerung;31_12_2016;Suedfriedhof;Haushalte;7649.0;1691.0;525.0;98;315;477;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Gaarden-Ost;Haushalte;7001.0;1229.0;1087.0;194;759;799;54.3115439;10.1466285
de-sh;Kiel;Bevoelkerung;31_12_2016;Gaarden-Sued/Kronsburg;Haushalte;3409.0;1200.0;652.0;162;326;385;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Hassee;Haushalte;4648.0;1336.0;625.0;171;366;447;54.3046465;10.1007406
de-sh;Kiel;Bevoelkerung;31_12_2016;Hasseldieksdamm;Haushalte;669.0;361.0;224.0;53;59;97;54.3198064;10.0787696
de-sh;Kiel;Bevoelkerung;31_12_2016;Ellerbek;Haushalte;1792.0;705.0;417.0;92;154;234;54.315604;10.165314
de-sh;Kiel;Bevoelkerung;31_12_2016;Wellingdorf;Haushalte;2519.0;979.0;435.0;132;313;294;54.325299;10.1849227
de-sh;Kiel;Bevoelkerung;31_12_2016;Holtenau;Haushalte;1457.0;817.0;384.0;86;138;233;54.3724973;10.1361679
de-sh;Kiel;Bevoelkerung;31_12_2016;Pries;Haushalte;1882.0;896.0;484.0;136;285;307;54.3979145;10.170429
de-sh;Kiel;Bevoelkerung;31_12_2016;Friedrichsort;Haushalte;704.0;237.0;131.0;27;65;69;54.393077;10.1790173
de-sh;Kiel;Bevoelkerung;31_12_2016;Neumuehlen/Dietrichsdorf;Haushalte;3626.0;1481.0;709.0;191;539;447;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Elmschenhagen;Haushalte;4049.0;2138.0;1183.0;373;600;582;54.2934876;10.184575
de-sh;Kiel;Bevoelkerung;31_12_2016;Suchsdorf;Haushalte;1781.0;1261.0;830.0;220;208;261;54.3573804;10.0787571
de-sh;Kiel;Bevoelkerung;31_12_2016;Schilksee;Haushalte;1281.0;926.0;260.0;95;82;186;54.4210463;10.1703279
de-sh;Kiel;Bevoelkerung;31_12_2016;Mettenhof;Haushalte;3385.0;1932.0;1680.0;369;748;734;54.3223529;10.0532291
de-sh;Kiel;Bevoelkerung;31_12_2016;Russee;Haushalte;1261.0;1043.0;571.0;178;178;232;54.3016426;10.0665383
de-sh;Kiel;Bevoelkerung;31_12_2016;Meimersdorf;Haushalte;303.0;295.0;461.0;60;86;75;54.2747652;10.1101233
de-sh;Kiel;Bevoelkerung;31_12_2016;Moorsee;Haushalte;253.0;242.0;243.0;38;47;61;54.264576;10.150361
de-sh;Kiel;Bevoelkerung;31_12_2016;Wellsee;Haushalte;1076.0;622.0;443.0;119;173;143;54.2907296;10.1622402
de-sh;Kiel;Bevoelkerung;31_12_2016;Roenne;Haushalte;72.0;76.0;33.0;7;6;18;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Altstadt;Personen;369.0;187.0;95.0;7;30;69;54.3232694;10.1394445
de-sh;Kiel;Bevoelkerung;31_12_2016;Vorstadt;Personen;647.0;318.0;137.0;9;31;133;54.3196228;10.1315252
de-sh;Kiel;Bevoelkerung;31_12_2016;Exerzierplatz;Personen;3.353;1467.0;726.0;69;310;555;54.3209013;10.1273377
de-sh;Kiel;Bevoelkerung;31_12_2016;Damperhof;Personen;1.743;694.0;523.0;50;94;245;54.3265337;10.1336102
de-sh;Kiel;Bevoelkerung;31_12_2016;Brunswik;Personen;3.345;1401.0;758.0;154;309;453;54.3284802;10.1384443
de-sh;Kiel;Bevoelkerung;31_12_2016;Duesternbrook;Personen;936.0;861.0;841.0;163;132;270;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Blücherplatz;Personen;4.423;2.587;2607.0;277;656;675;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Wik;Personen;6.287;5.443;4.698;794;1204;1311;54.3569525;10.1303056
de-sh;Kiel;Bevoelkerung;31_12_2016;Ravensberg;Personen;6.261;2.986;1669.0;206;575;689;54.3434673;10.13196
de-sh;Kiel;Bevoelkerung;31_12_2016;Schreventeich;Personen;5.425;2.876;2015.0;263;574;754;54.3276745;10.1139191
de-sh;Kiel;Bevoelkerung;31_12_2016;Suedfriedhof;Personen;7.649;3.386;1992.0;326;795;1134;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Gaarden-Ost;Personen;7.001;2.458;4.606;682;2248;1911;54.3115439;10.1466285
de-sh;Kiel;Bevoelkerung;31_12_2016;Gaarden-Sued/Kronsburg;Personen;3.409;2.4;2572.0;535;864;907;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Hassee;Personen;4.648;2.673;2428.0;571;944;1042;54.3046465;10.1007406
de-sh;Kiel;Bevoelkerung;31_12_2016;Hasseldieksdamm;Personen;669.0;722.0;899.0;170;156;237;54.3198064;10.0787696
de-sh;Kiel;Bevoelkerung;31_12_2016;Ellerbek;Personen;1.792;1410.0;1723.0;303;416;582;54.315604;10.165314
de-sh;Kiel;Bevoelkerung;31_12_2016;Wellingdorf;Personen;2.519;1.956;1676.0;435;805;692;54.325299;10.1849227
de-sh;Kiel;Bevoelkerung;31_12_2016;Holtenau;Personen;1.457;1634.0;1562.0;282;355;597;54.3724973;10.1361679
de-sh;Kiel;Bevoelkerung;31_12_2016;Pries;Personen;1.882;1792.0;1872.0;454;757;736;54.3979145;10.170429
de-sh;Kiel;Bevoelkerung;31_12_2016;Friedrichsort;Personen;704.0;474.0;498.0;88;173;159;54.393077;10.1790173
de-sh;Kiel;Bevoelkerung;31_12_2016;Neumuehlen/Dietrichsdorf;Personen;3.626;2.968;2858.0;650;1450;1079;;
de-sh;Kiel;Bevoelkerung;31_12_2016;Elmschenhagen;Personen;4.049;4.276;4.685;1209;1593;1384;54.2934876;10.184575
de-sh;Kiel;Bevoelkerung;31_12_2016;Suchsdorf;Personen;1.781;2.52;3246.0;714;547;606;54.3573804;10.0787571
de-sh;Kiel;Bevoelkerung;31_12_2016;Schilksee;Personen;1.281;1857.0;1023.0;307;213;416;54.4210463;10.1703279
de-sh;Kiel;Bevoelkerung;31_12_2016;Mettenhof;Personen;3.385;3.863;7.395;1258;2267;1791;54.3223529;10.0532291
de-sh;Kiel;Bevoelkerung;31_12_2016;Russee;Personen;1.261;2.086;2165.0;578;469;554;54.3016426;10.0665383
de-sh;Kiel;Bevoelkerung;31_12_2016;Meimersdorf;Personen;303.0;591.0;1786.0;201;220;181;54.2747652;10.1101233
de-sh;Kiel;Bevoelkerung;31_12_2016;Moorsee;Personen;253.0;485.0;927.0;127;140;147;54.264576;10.150361
de-sh;Kiel;Bevoelkerung;31_12_2016;Wellsee;Personen;1.076;1245.0;1748.0;387;475;333;54.2907296;10.1622402
de-sh;Kiel;Bevoelkerung;31_12_2016;Roenne;Personen;72.0;152.0;126.0;22;18;40;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Altstadt;Haushalte;358.0;88.0;17.0;1;7;20;54.3232694;10.1394445
de-sh;Kiel;Bevoelkerung;31_12_2015;Vorstadt;Haushalte;633.0;153.0;36.0;3;19;65;54.3196228;10.1315252
de-sh;Kiel;Bevoelkerung;31_12_2015;Exerzierplatz;Haushalte;3.367;721.0;186.0;25;130;223;54.3209013;10.1273377
de-sh;Kiel;Bevoelkerung;31_12_2015;Damperhof;Haushalte;1.767;354.0;131.0;12;50;94;54.3265337;10.1336102
de-sh;Kiel;Bevoelkerung;31_12_2015;Brunswik;Haushalte;3.44;717.0;205.0;44;140;169;54.3284802;10.1384443
de-sh;Kiel;Bevoelkerung;31_12_2015;Duesternbrook;Haushalte;952.0;415.0;214.0;52;53;103;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Bluecherplatz;Haushalte;4.505;1.306;664.0;101;284;298;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Wik;Haushalte;6.328;2.623;1.193;233;486;548;54.3569525;10.1303056
de-sh;Kiel;Bevoelkerung;31_12_2015;Ravensberg;Haushalte;6.39;1.404;457.0;56;229;286;54.3434673;10.13196
de-sh;Kiel;Bevoelkerung;31_12_2015;Schreventeich;Haushalte;5.533;1.394;520.0;93;225;337;54.3276745;10.1139191
de-sh;Kiel;Bevoelkerung;31_12_2015;Suedfriedhof;Haushalte;7.595;1.697;522.0;89;312;457;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Gaarden-Ost;Haushalte;6.965;1.258;1.014;179;750;728;54.3115439;10.1466285
de-sh;Kiel;Bevoelkerung;31_12_2015;Gaarden-Sued/Kronsburg;Haushalte;3.355;1.192;661.0;172;315;381;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Hassee;Haushalte;4.706;1.336;623.0;170;383;436;54.3046465;10.1007406
de-sh;Kiel;Bevoelkerung;31_12_2015;Hasseldieksdamm;Haushalte;681.0;357.0;224.0;47;66;92;54.3198064;10.0787696
de-sh;Kiel;Bevoelkerung;31_12_2015;Ellerbek;Haushalte;1.76;703.0;395.0;87;147;224;54.315604;10.165314
de-sh;Kiel;Bevoelkerung;31_12_2015;Wellingdorf;Haushalte;2.484;1.01;429.0;130;295;313;54.325299;10.1849227
de-sh;Kiel;Bevoelkerung;31_12_2015;Holtenau;Haushalte;1.593;808.0;397.0;83;145;220;54.3724973;10.1361679
de-sh;Kiel;Bevoelkerung;31_12_2015;Pries;Haushalte;1.898;929.0;478.0;125;280;290;54.3979145;10.170429
de-sh;Kiel;Bevoelkerung;31_12_2015;Friedrichsort;Haushalte;695.0;243.0;121.0;27;80;64;54.393077;10.1790173
de-sh;Kiel;Bevoelkerung;31_12_2015;Neumuehlen/Dietrichsdorf;Haushalte;3.536;1.371;696.0;202;530;438;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Elmschenhagen;Haushalte;4.042;2.149;1.197;377;588;562;54.2934876;10.184575
de-sh;Kiel;Bevoelkerung;31_12_2015;Suchsdorf;Haushalte;1.767;1.268;843.0;212;215;254;54.3573804;10.0787571
de-sh;Kiel;Bevoelkerung;31_12_2015;Schilksee;Haushalte;1.267;918.0;252.0;98;76;179;54.4210463;10.1703279
de-sh;Kiel;Bevoelkerung;31_12_2015;Mettenhof;Haushalte;3.37;1.971;1.633;370;767;713;54.3223529;10.0532291
de-sh;Kiel;Bevoelkerung;31_12_2015;Russee;Haushalte;1.23;1.038;570.0;186;185;214;54.3016426;10.0665383
de-sh;Kiel;Bevoelkerung;31_12_2015;Meimersdorf;Haushalte;306.0;288.0;460.0;63;90;79;54.2747652;10.1101233
de-sh;Kiel;Bevoelkerung;31_12_2015;Moorsee;Haushalte;247.0;252.0;230.0;34;46;54;54.264576;10.150361
de-sh;Kiel;Bevoelkerung;31_12_2015;Wellsee;Haushalte;1.04;651.0;450.0;106;154;144;54.2907296;10.1622402
de-sh;Kiel;Bevoelkerung;31_12_2015;Roenne;Haushalte;69.0;75.0;35.0;10;4;19;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Altstadt;Personen;358.0;177.0;60.0;4;20;46;54.3232694;10.1394445
de-sh;Kiel;Bevoelkerung;31_12_2015;Vorstadt;Personen;633.0;306.0;132.0;9;49;176;54.3196228;10.1315252
de-sh;Kiel;Bevoelkerung;31_12_2015;Exerzierplatz;Personen;3367.0;1436.0;653.0;84;327;530;54.3209013;10.1273377
de-sh;Kiel;Bevoelkerung;31_12_2015;Damperhof;Personen;1767.0;708.0;486.0;38;116;214;54.3265337;10.1336102
de-sh;Kiel;Bevoelkerung;31_12_2015;Brunswik;Personen;3440.0;1436.0;748.0;138;320;406;54.3284802;10.1384443
de-sh;Kiel;Bevoelkerung;31_12_2015;Duesternbrook;Personen;952.0;828.0;857.0;175;130;250;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Bluecherplatz;Personen;4505.0;2614.0;2476.0;316;684;650;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Wik;Personen;6328.0;5229.0;4536.0;747;1231;1246;54.3569525;10.1303056
de-sh;Kiel;Bevoelkerung;31_12_2015;Ravensberg;Personen;6390.0;2804.0;1677.0;187;558;630;54.3434673;10.13196
de-sh;Kiel;Bevoelkerung;31_12_2015;Schreventeich;Personen;5533.0;2784.0;1942.0;311;553;775;54.3276745;10.1139191
de-sh;Kiel;Bevoelkerung;31_12_2015;Suedfriedhof;Personen;7595.0;3391.0;1972.0;295;762;1087;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Gaarden-Ost;Personen;6965.0;2514.0;4326.0;613;2157;1739;54.3115439;10.1466285
de-sh;Kiel;Bevoelkerung;31_12_2015;Gaarden-Sued/Kronsburg;Personen;3355.0;2385.0;2583.0;563;819;882;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Hassee;Personen;4706.0;2673.0;2391.0;568;993;1003;54.3046465;10.1007406
de-sh;Kiel;Bevoelkerung;31_12_2015;Hasseldieksdamm;Personen;681.0;715.0;887.0;152;172;231;54.3198064;10.0787696
de-sh;Kiel;Bevoelkerung;31_12_2015;Ellerbek;Personen;1760.0;1405.0;1612.0;296;395;535;54.315604;10.165314
de-sh;Kiel;Bevoelkerung;31_12_2015;Wellingdorf;Personen;2484.0;2019.0;1625.0;427;738;717;54.325299;10.1849227
de-sh;Kiel;Bevoelkerung;31_12_2015;Holtenau;Personen;1593.0;1617.0;1570.0;274;382;558;54.3724973;10.1361679
de-sh;Kiel;Bevoelkerung;31_12_2015;Pries;Personen;1898.0;1858.0;1850.0;420;738;686;54.3979145;10.170429
de-sh;Kiel;Bevoelkerung;31_12_2015;Friedrichsort;Personen;695.0;486.0;459.0;89;218;148;54.393077;10.1790173
de-sh;Kiel;Bevoelkerung;31_12_2015;Neumuehlen/Dietrichsdorf;Personen;3536.0;2742.0;2768.0;680;1404;1043;;
de-sh;Kiel;Bevoelkerung;31_12_2015;Elmschenhagen;Personen;4042.0;4298.0;4735.0;1236;1563;1318;54.2934876;10.184575
de-sh;Kiel;Bevoelkerung;31_12_2015;Suchsdorf;Personen;1767.0;2535.0;3285.0;703;557;589;54.3573804;10.0787571
de-sh;Kiel;Bevoelkerung;31_12_2015;Schilksee;Personen;1267.0;1838.0;970.0;316;188;404;54.4210463;10.1703279
de-sh;Kiel;Bevoelkerung;31_12_2015;Mettenhof;Personen;3370.0;3944.0;7105.0;1255;2320;1721;54.3223529;10.0532291
de-sh;Kiel;Bevoelkerung;31_12_2015;Russee;Personen;1230.0;2076.0;2163.0;605;480;503;54.3016426;10.0665383
de-sh;Kiel;Bevoelkerung;31_12_2015;Meimersdorf;Personen;306.0;575.0;1784.0;205;224;194;54.2747652;10.1101233
de-sh;Kiel;Bevoelkerung;31_12_2015;Moorsee;Personen;247.0;503.0;865.0;112;126;127;54.264576;10.150361
de-sh;Kiel;Bevoelkerung;31_12_2015;Wellsee;Personen;1040.0;1304.0;1761.0;347;427;329;54.2907296;10.1622402
de-sh;Kiel;Bevoelkerung;31_12_2015;Roenne;Personen;69.0;150.0;125.0;30;12;42;;
